fly,split,start_time_s,frames_drawn,rollout_end_error_model_mm,rollout_end_error_physics_mm,onestep_median_model_mm,onestep_median_physics_mm,onestep_win_rate
239,train,18.51689910888672,108,19.53152841528103,4.395191831443198,0.022261368658232476,0.11900194958552451,0.9719626168224299
240,test,1369.0438232421875,108,18.53745014026434,7.452053982183939,0.021131795457956,0.11421359213391516,0.9158878504672897
241,train,658.6876220703125,108,11.991098648383208,3.8557431946581393,0.022954372060978227,0.14373265661439238,0.9626168224299065
242,val,1056.81689453125,108,10.702256333452558,5.689916207069863,0.022718996289610337,0.13670926838166184,0.9719626168224299
243,train,1429.1121826171875,108,9.328425988906723,3.4685337474950884,0.01686700154024926,0.08149093578787187,0.9158878504672897
244,test,40.467498779296875,108,8.099794286702357,5.894262463308966,0.02303547637821822,0.1234240940294389,0.8878504672897196
245,train,1663.17529296875,108,12.118984095537495,0.7519444848724771,0.020906704450125855,0.09621187500598985,0.9626168224299065
246,train,535.0001220703125,108,12.20751094431365,3.70832843029961,0.024032665690652096,0.12075939557615621,1.0
247,train,253.39100646972656,108,16.66790282757525,13.23891410780282,0.02325388706217423,0.14860070909502684,0.9626168224299065
248,train,812.6423950195312,108,15.447631903703723,22.450054776987336,0.02304619624487692,0.1004501031862911,0.9532710280373832
249,train,1528.833251953125,108,25.12423024485096,6.107456796137234,0.02643179125900245,0.12110550121857572,0.9532710280373832
250,train,3015.081787109375,108,15.19635903646391,4.7654678282475675,0.01936107647874437,0.10750904474953174,0.9813084112149533
251,val,2885.1943359375,108,24.615260353062684,15.041252899904796,0.022494483167879283,0.12935624357444786,0.9532710280373832
252,train,127.42050170898438,108,22.747192302522556,13.462061676614809,0.02457751686536952,0.14034311056534246,0.9439252336448598
253,train,2621.32421875,108,19.74649151642385,10.760255664321981,0.024023252273512166,0.10793692932086178,0.9065420560747663
254,train,527.0498046875,108,12.434694430034625,6.054541864620441,0.024002230165417297,0.11321910693096979,0.897196261682243
255,train,2685.702392578125,108,22.918322667662434,14.760368718341882,0.025682780933006223,0.13920436817757473,0.9813084112149533
256,test,3347.273681640625,108,14.918258550315082,14.020636295998779,0.02923188670247085,0.1643405448631911,0.9626168224299065
257,val,3503.8955078125,108,15.069751053442138,2.145333197741797,0.023603097266949705,0.14187247211249304,0.9065420560747663
258,train,2009.7642822265625,108,17.194054861806784,7.301002447061847,0.021880864863075087,0.12589761959844992,0.9439252336448598
259,test,3449.69384765625,108,17.860973911909124,2.886749998751152,0.023660449708838467,0.13194609059107779,0.9345794392523364
260,train,1470.0135498046875,108,21.16864549804843,11.790667602985678,0.0216453777515594,0.10978745419984187,0.9906542056074766
261,train,2767.501953125,108,11.140153469383598,2.440861830510369,0.023287263719945092,0.11315902249480833,0.9719626168224299
262,train,1765.264892578125,108,21.84390310327087,9.306087961232794,0.02274495631551305,0.11799240113846304,0.9345794392523364
263,train,3495.678955078125,108,16.138747020126115,13.500189109016707,0.0236218871858872,0.13323858974019331,0.9532710280373832
264,train,2486.3916015625,108,28.89089435382038,18.37135344480727,0.030325440808915125,0.148476982679142,0.9626168224299065
265,train,2516.525634765625,108,11.929617919174397,2.919664099697188,0.02849561646556823,0.15206311806926792,0.9345794392523364
266,train,1324.3984375,108,17.99748443784539,8.566361355306768,0.023196921781614758,0.1277784585937433,0.9626168224299065
267,train,3337.506103515625,108,19.7934515888832,6.800575385966434,0.022742507408006287,0.13081887388166277,0.9345794392523364
268,train,2608.095703125,108,14.291619973002412,13.334191251054783,0.023466592870822638,0.14103199551919582,0.9906542056074766
269,train,3541.8466796875,108,21.111996881371493,16.700736321535864,0.02528824521313413,0.11151918277261806,0.8878504672897196
270,val,893.8656005859375,108,14.93125205011605,3.4498070825547273,0.0258928416430103,0.130177675542701,0.9345794392523364
271,val,1812.6827392578125,108,11.786096627316923,4.427889278087218,0.020920665553916556,0.11677648498862521,0.9719626168224299
272,val,2584.127685546875,108,25.523875752174288,19.94874611730655,0.027706442491201407,0.14927639914169796,0.9626168224299065
273,train,2719.106689453125,108,20.71012985803678,7.3960786001427214,0.029872652132728605,0.1909041207482618,1.0
274,train,730.9031982421875,108,16.27663271754827,7.706691091438017,0.02514912846252425,0.12435759370847911,0.9626168224299065
275,train,163.7541961669922,108,14.521717854073366,11.194866121496675,0.025112854617406772,0.10756794800290227,0.9532710280373832
276,train,425.5780944824219,108,17.218113249234246,4.421067828425192,0.025564588103022815,0.13109811264953192,0.9626168224299065
277,train,3031.499267578125,108,16.508643899366625,8.157375193485626,0.020928926806188696,0.14250056291698696,0.9719626168224299
278,train,3010.921142578125,108,23.712577460291932,7.165165834003555,0.024461719135867057,0.10942102913181634,0.9439252336448598
279,test,2836.57421875,108,19.341710242644975,3.815114532387057,0.023620467907259784,0.13528877866188907,0.9532710280373832
280,train,3290.822265625,108,13.086485276610723,2.9593880711258547,0.024843742424037557,0.11186718470991233,0.9626168224299065
281,test,214.539794921875,108,15.304193230949693,6.275453383317326,0.028049281826722474,0.13822690416438396,0.9626168224299065
282,test,3072.789794921875,108,15.98391292846869,5.070581929834944,0.023527617779609062,0.14236498625121985,0.9532710280373832
283,val,2953.935791015625,108,20.81549923144493,10.958205695594536,0.021891615296088723,0.10443538951750006,0.9439252336448598
284,train,2370.748779296875,108,17.38668384929046,7.6734511023700644,0.025520284255895687,0.11617377789266246,0.9345794392523364
285,train,2089.55029296875,108,10.270757324048201,8.951898687694285,0.022229991062110557,0.12107572890789156,0.9158878504672897
286,test,730.6923217773438,108,23.342211949983763,9.339558766002659,0.028765139981147433,0.11851487074384406,0.9252336448598131
287,train,2585.358642578125,108,17.875733365402386,9.802850242640655,0.019435236532543525,0.1230622181427819,0.9252336448598131
288,train,2751.905517578125,108,10.033749852626187,2.520258009918086,0.022444298118444173,0.13167531840830216,0.9439252336448598
289,train,3382.926025390625,108,18.500998891552975,7.920318040658192,0.027348963689426027,0.1414245256811053,0.9532710280373832
290,train,3515.730224609375,108,20.171421688754755,14.603838531506584,0.022898528084712794,0.11417901633520519,0.9439252336448598
291,train,2325.681396484375,108,23.07034786211702,7.133194536970853,0.028284063100490933,0.13623781712421285,0.9532710280373832
292,test,2954.88720703125,108,19.62561699092511,8.583068410688085,0.027035085119535816,0.13683411287425723,0.9252336448598131
293,train,3563.16357421875,108,23.357094349858404,13.584755303212626,0.027338371898574375,0.13200070436604544,0.9439252336448598
294,train,1202.0592041015625,108,16.810920919496503,3.879568158862546,0.021843116705491317,0.12403642640844907,0.9626168224299065
295,train,2143.992919921875,108,18.11212927088861,12.80949483441315,0.027145680122552578,0.13705495725105143,0.9719626168224299
296,train,3521.0087890625,108,18.554736408142976,14.583264359903541,0.024835186339613756,0.1422004465906245,0.9345794392523364
297,val,2585.67529296875,108,21.588426003701404,10.232759937354112,0.029099825996770634,0.13118144607055623,0.9626168224299065
298,train,2890.810302734375,108,29.941597706507327,24.43634015641889,0.027339125690406377,0.14499874785876973,0.9252336448598131
299,train,3261.355712890625,108,12.525706989176767,7.5734266798845065,0.02566562376599728,0.16464709144417589,0.9532710280373832
300,train,1815.4920654296875,108,24.642634224874847,15.87236661092069,0.022268482208303995,0.1146104736606056,0.9439252336448598
301,test,867.444580078125,108,23.02432304046863,8.791168082986324,0.030130428149457354,0.1586467565281351,0.9158878504672897
302,val,2049.52197265625,108,21.869410991226264,10.727902269962893,0.027776680832594523,0.14263524675604322,0.9719626168224299
303,train,3377.84130859375,108,21.2869324590459,11.02794400639584,0.02340686461537956,0.11261601056530245,0.9626168224299065
304,test,766.9368286132812,108,19.83749242834192,15.443377125603051,0.023481230797658924,0.1457973601986826,0.9532710280373832
305,train,2835.808349609375,108,22.736799907194737,12.377424034235684,0.030135990341765548,0.14866093395845734,0.9813084112149533
306,train,1264.0167236328125,108,38.814156889256246,24.39508090369767,0.03364537600429609,0.18376122957845614,0.9626168224299065
307,train,3463.425048828125,108,21.405580125988433,3.4073486199794467,0.02790962874341278,0.12035279486750544,0.9626168224299065
308,train,205.70620727539062,108,15.135951184657895,7.206358431979071,0.016775055605177287,0.09398956388316863,0.9439252336448598
309,train,955.03271484375,108,16.10089597152983,5.448078858848676,0.024762295641876906,0.133936135102343,0.9439252336448598
310,test,1143.3863525390625,108,12.070518572922243,3.0577623408489205,0.023079271506888148,0.1126146163686828,0.9532710280373832
311,train,1391.4276123046875,108,14.13871145411742,1.7490205754325123,0.02047356910816998,0.1221236432096752,0.9719626168224299
312,test,531.4334106445312,108,11.866202556032352,2.408453271239806,0.026570218530759287,0.12799453643776465,0.9532710280373832
313,train,1027.73583984375,108,18.61544132269158,12.095854932666722,0.029486662607967857,0.1535787750552882,0.9345794392523364
314,train,1397.733154296875,108,19.877505669329384,6.451187489531442,0.026071848620839774,0.12391227523818829,0.9532710280373832
315,test,169.1221923828125,108,14.140125654959279,7.801352715732581,0.02845302194220535,0.16235850136494273,0.9252336448598131
316,train,1633.1082763671875,108,19.46589480688103,3.8266255042552357,0.026037474553109216,0.12500396510118097,0.9532710280373832
317,train,1122.7696533203125,108,12.356553452018526,1.4790269772442401,0.024657396808568766,0.11799666632666543,0.9813084112149533
318,train,852.3941040039062,108,8.019056819460205,3.1208994014218283,0.01951767376054896,0.1160931867829739,0.9252336448598131
319,val,1139.8367919921875,108,15.19312559324262,8.858357023265778,0.023570740583698832,0.09884596344829959,0.9439252336448598
320,train,1179.1083984375,108,17.88553987356056,15.658585398760007,0.028146378078476877,0.13761612488034625,0.9532710280373832
321,train,781.2376708984375,108,11.399470352837652,2.4759413125315133,0.021819043646992154,0.09860476969190356,0.9439252336448598
322,train,1173.6317138671875,108,25.20661314224965,16.421199070103473,0.024010334725865775,0.1295417357956131,0.9626168224299065
323,test,1703.1785888671875,108,19.075684918147513,5.727033251977186,0.021985976109827787,0.13138343111566875,0.9813084112149533
324,train,188.97149658203125,108,17.47803160394512,10.653052147839356,0.022796698059599954,0.16058071628667084,0.9813084112149533
325,train,1668.11083984375,108,16.954642021231358,8.189978036605291,0.019774572107379988,0.12181699297388764,0.9813084112149533
326,test,70.75150299072266,108,12.741469786956367,1.4963428776504735,0.02857830190552221,0.15848697961274874,0.9345794392523364
